"","scenario_run","run","total","imm_vac","imm_nat","staff_to","b_rate","qaly.sym","qaly.nonicu","qaly.icu","eff_inf1","eff_inf2","eff_dis1","eff_dis2","target_R0","prev","LFD.uptake","LFD.sens","vac.uptake"
"1","run1",1,192.019839991248,0.000759883212828185,0.00136610123658032,0.000247667298390836,0.00838350238871455,0.00976388455020905,0.0174908809929615,0.202311025223249,0.607995434000437,0.794111708364812,0.000889660943655137,0.148268868319606,2.74570004842303,0.00854371448736754,0.63065139351023,0.822544239530287,0.812088566677164
"2","run1",2,173.439796713795,0.000857052174492777,0.00104488873752249,0.00025886457984531,0.00528575722493524,0.00477285089066681,0.0168864663390079,0.158125933919914,0.495420372473601,0.807157213039958,1.88393879042144e-15,0.261279973489228,3.58586602333363,0.0150894656607762,0.473114226222186,0.874519473419592,0.637155232119148
"3","run1",3,230.198197519916,0.00107177181223054,0.00135379685041985,0.000266387073127859,0.00613744432574105,0.0170321388626532,0.0177126796046543,0.19134108286561,0.563740867935794,0.792885177518962,1.21182395164554e-11,0.110820057913177,4.54155137008881,0.0125344500581757,0.617854446284137,0.722766557721336,0.748005023162503
"4","run1",4,199.169618470696,0.00124365378785921,0.000521995536112772,0.000265810193856672,0.00825052241191582,0.00848177228863034,0.0156536204662113,0.171611810648733,0.583787695324885,0.808018793127513,7.99752689183308e-11,0.208851920525718,3.94246879716835,0.0153636005866691,0.439003210002292,0.888622564388664,0.755437124358312
"5","run1",5,252.904886437267,0.000784548004743257,0.000785858979552736,0.000235641789408543,0.00978515865365703,0.0175361515855488,0.0190998816478888,0.12264634187605,0.644032665234209,0.783270796068036,2.53164933709445e-07,0.102238069665971,5.07691857944084,0.00106515171603556,0.493661224886217,0.716362750213903,0.473051257716066
"6","run1",6,178.09086402883,0.00105413606907905,0.00116338436254089,0.000146038432437295,0.00368174196731718,0.0032788233425388,0.0159818973914213,0.175537859824189,0.578549375675816,0.774568433666901,1.33597781833752e-06,0.455989945428298,5.43812047996793,0.0187029492943976,0.445723424070074,0.839950646831115,0.402151116252368
"7","run1",7,207.972934523235,0.00103669700386511,0.00122269383931834,0.000173174594687873,0.00575756400939633,0.00491707327599151,0.0207648366776656,0.174583469944923,0.563139766130353,0.787223375801478,2.48080063037879e-06,0.22993289014255,5.72362720880464,0.0048817946147914,0.594373583172365,0.784984409693199,0.621633309033553
"8","run1",8,215.891612192414,0.00181210876757733,0.000856109079301709,0.00012516881100856,0.00480154782896408,0.0325074540140978,0.0153484354791666,0.0746339135816165,0.541314562159133,0.809922558068446,0.395729414890186,0.273174925860092,5.73442708392709,0.00863142995959381,0.560189209403881,0.830774681003454,0.808891975177478
"9","run1",9,157.723414554431,0.00281036208248501,0.00068725102652247,0.000347462354114513,0.00461720868899835,0.00132619543933634,0.0164199534961774,0.12013970208727,0.584337414972951,0.805660714924424,0.0191717419163833,0.184968803506005,4.54749008093083,0.00406812318759784,0.56721595028926,0.872811459674811,0.665901547327083
"10","run1",10,162.88856522901,0.000502202419154166,0.000966021899886999,0.000201349451518981,0.00299100943212537,0.00677873468426782,0.0182304380698427,0.197297672486083,0.6339849721871,0.787968458103495,0.00580040203583678,0.158703901620676,4.11927581079867,0.0152015561474827,0.504472765901439,0.736732007324086,0.815422664189978
"11","run1",11,236.163424483321,0.00105838224894228,0.00241373226518967,0.000156008074370276,0.00500048145753527,0.0119618361612971,0.0211921162190725,0.159447885919575,0.526326843651483,0.796026614778952,9.15376060606434e-06,0.408140589421261,4.581701782286,0.014363970198391,0.440962183357587,0.809736209184359,0.54485797264096
"12","run1",12,185.800001480089,0.000915033594889394,0.000893220107029437,0.000257069166928711,0.00596340097560999,0.0031189399333632,0.0172618253320266,0.169128262026812,0.578652549575499,0.80306919026393,0.00016877935836686,0.077516531612063,4.36598203827008,0.0169407936428941,0.591820313695964,0.852518868809013,0.663038335054343
"13","run1",13,193.356063527333,0.0013749906783825,0.00093299178177063,0.000231480904348924,0.00628472077226414,0.00145466296215602,0.0192828238214867,0.205845601420269,0.55411543028523,0.786749622077232,0.00161736670033124,0.0817949728963306,4.45931253549692,0.00670797591300774,0.454280257439628,0.756256929866624,0.5392751129834
"14","run1",14,256.27019400799,0.00222678456522857,0.00133110225339527,0.00016772956652574,0.00661762698727953,0.026654051500024,0.0155154614498777,0.139946972652227,0.606297116555413,0.803527398239089,0.00010274204569938,0.261036885321137,5.55868940498172,0.0129035804746631,0.569927974875275,0.841967783039643,0.600538955999759
"15","run1",15,166.705281913887,0.00119737757187128,0.00061779028817716,0.000187134899236462,0.00370563642469102,0.0141517445633272,0.0171553061113845,0.147649876071874,0.560585338694609,0.795002916870613,0.001745892564575,0.0791810482867562,4.92203436366784,0.00337156176206656,0.673350828334998,0.713043480318459,0.793531372467202
"16","run1",16,219.928572164621,0.00158684906500181,0.000781157393094826,0.000309577148248345,0.00435344751528293,0.02435848313939,0.0229033104749754,0.16447325648501,0.571809609565979,0.808915794051626,6.80311158397208e-25,0.119429920775468,7.37019244376223,0.00946217548068799,0.583770777075185,0.833673624596826,0.84784484996383
"17","run1",17,186.426565839929,0.00171154929239454,0.000948890264235525,0.000271451482528688,0.00500721027897129,0.00569285582891949,0.0195258153542496,0.154257895283038,0.550098713355367,0.776614369453435,0.0134918714497107,0.143211117536583,5.14407887599777,0.00936986342163267,0.417092689059266,0.885684579517876,0.840349297796578
"18","run1",18,199.051603554059,0.00122360322658648,0.00111357264663659,0.000181546089911943,0.00508650881009102,0.00553614984354012,0.0209697357823607,0.165644278519043,0.596638216718891,0.777834034680352,4.45032248962734e-16,0.224067533726931,5.50049882003505,0.0148854352300346,0.627791234035948,0.675549585977244,0.686170754301035
"19","run1",19,179.660973508108,0.000910475426992284,0.000627088535068431,0.000224763373637148,0.004686498119852,0.0135731898902097,0.0144433267743176,0.106700563183343,0.59808708235002,0.795346195473902,0.0119538728918574,0.312478384342228,5.22398599495142,0.00837320787982805,0.544739151038901,0.659742500521993,0.928506643907422
"20","run1",20,237.92936116747,0.000787942856930558,0.00108424096965647,0.000206006242597204,0.00889428180371898,0.0161448568581406,0.0201479850467408,0.18486496505067,0.557518583763391,0.781664240809127,1.68112793813975e-08,0.0617266382570749,4.0091300230612,0.0114862063384443,0.49668817143731,0.907065292359455,0.653318340900282
