"","scenario_run","run","total","wane"
"1","run1",1,5991.33440225152,"Waning"
"2","run2",1,5984.53774049573,"Waning"
"3","run3",1,5956.3374215898,"Waning"
"4","run4",1,5959.48438274953,"Waning"
"5","run5",1,4366.4779290249,"Waning"
"6","run6",1,5049.73069482561,"Waning"
"7","run7",1,4314.52759676786,"Waning"
"8","run1",2,6029.02116137961,"Waning"
"9","run2",2,6024.27774383284,"Waning"
"10","run3",2,6004.50292863212,"Waning"
"11","run4",2,6006.74614977686,"Waning"
"12","run5",2,4897.88953185126,"Waning"
"13","run6",2,4992.68525016139,"Waning"
"14","run7",2,4859.64955414004,"Waning"
"15","run1",3,4366.94087626946,"Waning"
"16","run2",3,4363.22875336278,"Waning"
"17","run3",3,4347.59752401309,"Waning"
"18","run4",3,4349.10686274915,"Waning"
"19","run5",3,4001.65504694994,"Waning"
"20","run6",3,4010.38921780465,"Waning"
"21","run7",3,3970.43077802995,"Waning"
"22","run1",4,5750.91373612613,"Waning"
"23","run2",4,5747.3802697802,"Waning"
"24","run3",4,5734.52708615753,"Waning"
"25","run4",4,5735.89664471242,"Waning"
"26","run5",4,4854.90127337927,"Waning"
"27","run6",4,5107.68846301241,"Waning"
"28","run7",4,4829.56626367123,"Waning"
"29","run1",5,5401.6355613011,"Waning"
"30","run2",5,5400.10893330715,"Waning"
"31","run3",5,5394.85052306148,"Waning"
"32","run4",5,5395.43808252936,"Waning"
"33","run5",5,5103.82122978004,"Waning"
"34","run6",5,5156.24031842786,"Waning"
"35","run7",5,5091.82027537794,"Waning"
"36","run1",6,4215.56579397173,"Waning"
"37","run2",6,4211.50338320401,"Waning"
"38","run3",6,4195.31147339609,"Waning"
"39","run4",6,4195.2116081783,"Waning"
"40","run5",6,3277.6594112357,"Waning"
"41","run6",6,3390.31693438489,"Waning"
"42","run7",6,3245.01277875117,"Waning"
"43","run1",7,5240.33964850848,"Waning"
"44","run2",7,5234.340453487,"Waning"
"45","run3",7,5207.56493156916,"Waning"
"46","run4",7,5210.62008048195,"Waning"
"47","run5",7,4039.72601626707,"Waning"
"48","run6",7,4306.367301199,"Waning"
"49","run7",7,3991.83031821033,"Waning"
"50","run1",8,5235.04113977569,"Waning"
"51","run2",8,5228.58732069431,"Waning"
"52","run3",8,5201.6215887416,"Waning"
"53","run4",8,5205.48318796684,"Waning"
"54","run5",8,4551.11612356509,"Waning"
"55","run6",8,4573.40690121711,"Waning"
"56","run7",8,4502.11650996611,"Waning"
"57","run1",9,5084.88406330385,"Waning"
"58","run2",9,5076.74809813632,"Waning"
"59","run3",9,5045.33767945708,"Waning"
"60","run4",9,5049.26028208425,"Waning"
"61","run5",9,4393.70275607996,"Waning"
"62","run6",9,4523.41664567053,"Waning"
"63","run7",9,4338.50209593496,"Waning"
"64","run1",10,4963.3596369009,"Waning"
"65","run2",10,4957.42280826121,"Waning"
"66","run3",10,4934.24881424177,"Waning"
"67","run4",10,4935.88144351527,"Waning"
"68","run5",10,3742.12519866696,"Waning"
"69","run6",10,4145.82348546172,"Waning"
"70","run7",10,3698.20133678131,"Waning"
"71","run1",11,5412.45973504124,"Waning"
"72","run2",11,5408.13902529364,"Waning"
"73","run3",11,5390.37730387696,"Waning"
"74","run4",11,5391.86362038277,"Waning"
"75","run5",11,4431.4779081289,"Waning"
"76","run6",11,4510.75364999716,"Waning"
"77","run7",11,4396.10823345417,"Waning"
"78","run1",12,5157.39669954025,"Waning"
"79","run2",12,5154.62455671299,"Waning"
"80","run3",12,5139.4762784848,"Waning"
"81","run4",12,5140.59344979342,"Waning"
"82","run5",12,4386.55929825013,"Waning"
"83","run6",12,4332.3684966034,"Waning"
"84","run7",12,4355.37108292862,"Waning"
"85","run1",13,4958.85143544255,"Waning"
"86","run2",13,4955.00144626901,"Waning"
"87","run3",13,4940.83906928457,"Waning"
"88","run4",13,4942.01139081026,"Waning"
"89","run5",13,4567.92209039037,"Waning"
"90","run6",13,4634.54031356448,"Waning"
"91","run7",13,4541.21139211293,"Waning"
"92","run1",14,5108.74474326693,"Waning"
"93","run2",14,5101.93445146288,"Waning"
"94","run3",14,5075.29361115785,"Waning"
"95","run4",14,5078.06013418819,"Waning"
"96","run5",14,4224.01755847836,"Waning"
"97","run6",14,4418.77174436111,"Waning"
