"","scenario_run","run","total"
"1","run1",1,7.40110652688961
"2","run1",2,10.1356549240926
"3","run1",3,7.37437433678821
"4","run1",4,8.83422520119185
"5","run1",5,7.78368218172016
"6","run1",6,10.1273593324243
"7","run1",7,8.69514929941395
"8","run1",8,8.50804382892001
"9","run1",9,7.7660371177393
"10","run1",10,7.59569715855199
"11","run1",11,12.3369101783035
"12","run1",12,8.79575357098924
"13","run1",13,7.41906768100904
"14","run1",14,8.44705732143871
"15","run1",15,9.09575599752286
"16","run1",16,9.33008651736298
"17","run1",17,6.9424771954211
"18","run1",18,8.63654530004588
"19","run1",19,8.3845231276469
"20","run1",20,7.85319280350142
"21","run1",21,7.03598885449707
"22","run1",22,7.99869104709878
"23","run1",23,7.77945840314467
"24","run1",24,7.92977991133435
"25","run1",25,7.99141013051289
"26","run1",26,6.04093067371827
"27","run1",27,8.57526633681269
"28","run1",28,7.27451983835203
"29","run1",29,7.26996823322194
"30","run1",30,10.0220734312752
"31","run1",31,9.08204265146479
"32","run1",32,6.57127246366093
"33","run1",33,6.48386321466098
"34","run1",34,7.93208488748134
"35","run1",35,6.47646854236652
"36","run1",36,8.11937654097142
"37","run1",37,9.44976095048515
"38","run1",38,8.42280349432343
"39","run1",39,7.86309121910724
"40","run1",40,8.00372477379721
"41","run1",41,10.0692336191794
"42","run1",42,7.16669808380602
"43","run1",43,10.5363871304614
"44","run1",44,6.89576654863139
"45","run1",45,7.48423861200469
"46","run1",46,8.64164088716199
"47","run1",47,9.83665120002633
"48","run1",48,8.47659541825293
"49","run1",49,8.7505746384633
"50","run1",50,8.37697373268605
"51","run1",51,6.68725300182528
"52","run1",52,8.37380490971543
"53","run1",53,7.32277062999253
"54","run1",54,7.79055714868613
"55","run1",55,6.43448809297816
"56","run1",56,6.84472832597987
"57","run1",57,7.58373410323499
"58","run1",58,7.92973439917902
"59","run1",59,8.99343217354363
"60","run1",60,7.04337742485311
"61","run1",61,9.54727713971755
"62","run1",62,7.33585868509798
"63","run1",63,7.80781903261885
"64","run1",64,9.96036452301029
"65","run1",65,8.49158917159342
"66","run1",66,7.09538583394905
"67","run1",67,6.90491678728351
"68","run1",68,6.11635000118602
"69","run1",69,8.58404178317014
"70","run1",70,7.20849979476426
"71","run1",71,7.38008784719138
"72","run1",72,8.36409484232098
"73","run1",73,8.31267396755184
"74","run1",74,7.49115091990737
"75","run1",75,7.85089022082486
"76","run1",76,9.76278344434476
"77","run1",77,9.71109456363332
"78","run1",78,7.97826519005738
"79","run1",79,6.32556387432278
"80","run1",80,9.02716986548506
"81","run1",81,8.02760456042855
"82","run1",82,6.56744320944113
"83","run1",83,9.1000730212316
"84","run1",84,9.32089377269362
"85","run1",85,8.21215744642531
"86","run1",86,7.93056843569522
"87","run1",87,7.083239599498
"88","run1",88,7.60758339871906
"89","run1",89,6.55186349860583
"90","run1",90,9.72560342244159
"91","run1",91,8.55871206937175
"92","run1",92,8.05140835207168
"93","run1",93,9.78326135062538
"94","run1",94,8.37218604774476
