"","scenario_run","run","total","wane"
"1","run1",1,1839.3923367785,"No waning"
"2","run2",1,1822.98959091172,"No waning"
"3","run3",1,1785.00534281512,"No waning"
"4","run4",1,1786.27881226526,"No waning"
"5","run5",1,576.743185631139,"No waning"
"6","run6",1,1028.12141407475,"No waning"
"7","run7",1,347.326358897813,"No waning"
"8","run1",2,1889.64999991781,"No waning"
"9","run2",2,1878.7652172315,"No waning"
"10","run3",2,1862.13110458734,"No waning"
"11","run4",2,1860.29877735044,"No waning"
"12","run5",2,1030.65808766265,"No waning"
"13","run6",2,1452.91474527261,"No waning"
"14","run7",2,970.91974729155,"No waning"
"15","run1",3,2144.67294342779,"No waning"
"16","run2",3,2129.15975940298,"No waning"
"17","run3",3,2103.81335719699,"No waning"
"18","run4",3,2098.72045906158,"No waning"
"19","run5",3,452.301782972152,"No waning"
"20","run6",3,1322.75665431755,"No waning"
"21","run7",3,245.562655258542,"No waning"
"22","run1",4,1751.92269527625,"No waning"
"23","run2",4,1737.32550850331,"No waning"
"24","run3",4,1703.09549742789,"No waning"
"25","run4",4,1697.91867400056,"No waning"
"26","run5",4,455.655499975589,"No waning"
"27","run6",4,978.007538599929,"No waning"
"28","run7",4,285.421596203034,"No waning"
"29","run1",5,2357.02793762412,"No waning"
"30","run2",5,2342.95236741841,"No waning"
"31","run3",5,2320.78811091785,"No waning"
"32","run4",5,2318.79997302973,"No waning"
"33","run5",5,858.747758175167,"No waning"
"34","run6",5,1626.73191824639,"No waning"
"35","run7",5,757.339890794314,"No waning"
"36","run1",6,2190.50922611928,"No waning"
"37","run2",6,2186.28114967352,"No waning"
"38","run3",6,2176.61784798704,"No waning"
"39","run4",6,2176.90193307632,"No waning"
"40","run5",6,1745.83839668774,"No waning"
"41","run6",6,1715.19003854257,"No waning"
"42","run7",6,1716.2146662696,"No waning"
"43","run1",7,1549.67688837733,"No waning"
"44","run2",7,1540.03463251991,"No waning"
"45","run3",7,1516.33369535503,"No waning"
"46","run4",7,1515.44911227972,"No waning"
"47","run5",7,725.084835384976,"No waning"
"48","run6",7,949.619444397922,"No waning"
"49","run7",7,603.02270490321,"No waning"
"50","run1",8,1762.05723667949,"No waning"
"51","run2",8,1733.26410038841,"No waning"
"52","run3",8,1654.31688501907,"No waning"
"53","run4",8,1649.27329332475,"No waning"
"54","run5",8,392.25397714474,"No waning"
"55","run6",8,1197.94368044307,"No waning"
"56","run7",8,126.457071643669,"No waning"
"57","run1",9,2675.24436011,"No waning"
"58","run2",9,2661.56939224945,"No waning"
"59","run3",9,2666.08912876758,"No waning"
"60","run4",9,2665.41221271596,"No waning"
"61","run5",9,372.84864845725,"No waning"
"62","run6",9,1144.24282845698,"No waning"
"63","run7",9,118.869856997174,"No waning"
"64","run1",10,2254.1319915821,"No waning"
"65","run2",10,2246.79494720247,"No waning"
"66","run3",10,2233.22098618002,"No waning"
"67","run4",10,2231.078152811,"No waning"
"68","run5",10,1556.01303911074,"No waning"
"69","run6",10,1783.26681002047,"No waning"
"70","run7",10,1509.46035532989,"No waning"
"71","run1",11,2528.19944086807,"No waning"
"72","run2",11,2511.82941495555,"No waning"
"73","run3",11,2502.21810648374,"No waning"
"74","run4",11,2498.61155699661,"No waning"
"75","run5",11,525.905477483266,"No waning"
"76","run6",11,1626.86229798823,"No waning"
"77","run7",11,311.489219218179,"No waning"
"78","run1",12,2666.57925772484,"No waning"
"79","run2",12,2656.17390167603,"No waning"
"80","run3",12,2639.38604655074,"No waning"
"81","run4",12,2638.06590581887,"No waning"
"82","run5",12,1504.03103941986,"No waning"
"83","run6",12,2255.54733645278,"No waning"
"84","run7",12,1453.42409056773,"No waning"
"85","run1",13,2535.06896410687,"No waning"
"86","run2",13,2525.40172900415,"No waning"
"87","run3",13,2500.10233447477,"No waning"
"88","run4",13,2499.99123987438,"No waning"
"89","run5",13,1520.0526485089,"No waning"
"90","run6",13,1821.54189079304,"No waning"
"91","run7",13,1450.55282356911,"No waning"
"92","run1",14,2211.25671106776,"No waning"
"93","run2",14,2202.26518729917,"No waning"
"94","run3",14,2182.16935086715,"No waning"
"95","run4",14,2180.78636988542,"No waning"
"96","run5",14,1019.15081331364,"No waning"
"97","run6",14,1346.20100131978,"No waning"
"98","run7",14,945.554337711663,"No waning"
"99","run1",15,2130.31619802178,"No waning"
"100","run2",15,2119.46999151119,"No waning"
"101","run3",15,2101.04717833668,"No waning"
