"","scenario_run","run","total","wane"
"1","run1",1,5276.61307838001,"Waning"
"2","run2",1,5269.43767187506,"Waning"
"3","run3",1,5241.69173598099,"Waning"
"4","run4",1,5244.54910759099,"Waning"
"5","run5",1,4201.0442421286,"Waning"
"6","run6",1,4570.68338075277,"Waning"
"7","run7",1,4150.15302531094,"Waning"
"8","run1",2,4871.43870032155,"Waning"
"9","run2",2,4865.15431819238,"Waning"
"10","run3",2,4838.38466733325,"Waning"
"11","run4",2,4840.93955081041,"Waning"
"12","run5",2,3835.86968894218,"Waning"
"13","run6",2,3960.56899429267,"Waning"
"14","run7",2,3787.23985349706,"Waning"
"15","run1",3,4645.22560087999,"Waning"
"16","run2",3,4638.13888717936,"Waning"
"17","run3",3,4610.85530221696,"Waning"
"18","run4",3,4612.98534440649,"Waning"
"19","run5",3,3511.64675539093,"Waning"
"20","run6",3,3784.3812135723,"Waning"
"21","run7",3,3460.21198273365,"Waning"
"22","run1",4,5910.13341162812,"Waning"
"23","run2",4,5905.45520121602,"Waning"
"24","run3",4,5886.53443667983,"Waning"
"25","run4",4,5888.08503129175,"Waning"
"26","run5",4,4368.92719110234,"Waning"
"27","run6",4,4694.82443025178,"Waning"
"28","run7",4,4331.46028074834,"Waning"
"29","run1",5,5591.40324242436,"Waning"
"30","run2",5,5586.00819189555,"Waning"
"31","run3",5,5565.84441756315,"Waning"
"32","run4",5,5568.14781962619,"Waning"
"33","run5",5,4416.30784557576,"Waning"
"34","run6",5,4718.70022067274,"Waning"
"35","run7",5,4376.95726800255,"Waning"
"36","run1",6,5242.67171533252,"Waning"
"37","run2",6,5238.51856890475,"Waning"
"38","run3",6,5223.33184167687,"Waning"
"39","run4",6,5224.85946328364,"Waning"
"40","run5",6,4442.64973390986,"Waning"
"41","run6",6,4513.72949743559,"Waning"
"42","run7",6,4412.12447448965,"Waning"
"43","run1",7,5196.55825444859,"Waning"
"44","run2",7,5190.87543080211,"Waning"
"45","run3",7,5169.40032678402,"Waning"
"46","run4",7,5171.20651223855,"Waning"
"47","run5",7,4117.69005634222,"Waning"
"48","run6",7,4459.24762196037,"Waning"
"49","run7",7,4077.13583908678,"Waning"
"50","run1",8,6611.0836118942,"Waning"
"51","run2",8,6608.15949220897,"Waning"
"52","run3",8,6596.85198325741,"Waning"
"53","run4",8,6597.4837224082,"Waning"
"54","run5",8,5529.19953696565,"Waning"
"55","run6",8,6070.12673019341,"Waning"
"56","run7",8,5508.33489128584,"Waning"
"57","run1",9,6402.4852774978,"Waning"
"58","run2",9,6399.64333901382,"Waning"
"59","run3",9,6388.4541912402,"Waning"
"60","run4",9,6388.85370478296,"Waning"
"61","run5",9,4875.11128854061,"Waning"
"62","run6",9,5586.70506163122,"Waning"
"63","run7",9,4853.20418786023,"Waning"
"64","run1",10,5836.36346504273,"Waning"
"65","run2",10,5829.20707454782,"Waning"
"66","run3",10,5803.17397570585,"Waning"
"67","run4",10,5806.31066272996,"Waning"
"68","run5",10,4759.23358484243,"Waning"
"69","run6",10,5074.80478279274,"Waning"
"70","run7",10,4709.94283175376,"Waning"
"71","run1",11,4631.44114665467,"Waning"
"72","run2",11,4627.14567942236,"Waning"
"73","run3",11,4611.15170905316,"Waning"
"74","run4",11,4612.59176079392,"Waning"
"75","run5",11,4181.78163487324,"Waning"
"76","run6",11,4221.68121950362,"Waning"
"77","run7",11,4150.18283918948,"Waning"
"78","run1",12,5634.9426984487,"Waning"
"79","run2",12,5628.36615312186,"Waning"
"80","run3",12,5603.52226262531,"Waning"
"81","run4",12,5605.85455439954,"Waning"
"82","run5",12,4198.03706743682,"Waning"
"83","run6",12,4744.16402466325,"Waning"
"84","run7",12,4150.51985165107,"Waning"
"85","run1",13,5712.06011971237,"Waning"
"86","run2",13,5708.36616908089,"Waning"
"87","run3",13,5695.82233043804,"Waning"
"88","run4",13,5696.83339471606,"Waning"
"89","run5",13,4710.40832749025,"Waning"
"90","run6",13,4906.88219532662,"Waning"
"91","run7",13,4683.81213159545,"Waning"
"92","run1",14,5192.07112170531,"Waning"
"93","run2",14,5188.64486619421,"Waning"
"94","run3",14,5175.45438696132,"Waning"
"95","run4",14,5176.00804510314,"Waning"
"96","run5",14,4205.04027112597,"Waning"
"97","run6",14,4498.30524206906,"Waning"
"98","run7",14,4179.13432499352,"Waning"
"99","run1",15,6325.54794213722,"Waning"
"100","run2",15,6319.76934862148,"Waning"
"101","run3",15,6299.92949048448,"Waning"
"102","run4",15,6301.53177809049,"Waning"
"103","run5",15,4381.66762524782,"Waning"
"104","run6",15,5383.38364029963,"Waning"
"105","run7",15,4341.5929065177,"Waning"
"106","run1",16,4437.71161151659,"Waning"
"107","run2",16,4431.37691463539,"Waning"
"108","run3",16,4405.00228977222,"Waning"
"109","run4",16,4406.12263580844,"Waning"
"110","run5",16,2830.58382875484,"Waning"
"111","run6",16,3236.55783657238,"Waning"
"112","run7",16,2780.85094702526,"Waning"
"113","run1",17,5862.77746197229,"Waning"
"114","run2",17,5860.66570838128,"Waning"
"115","run3",17,5852.73438767723,"Waning"
"116","run4",17,5853.23502835824,"Waning"
"117","run5",17,5084.16835170814,"Waning"
"118","run6",17,5202.61493015111,"Waning"
"119","run7",17,5066.93878360865,"Waning"
"120","run1",18,4613.94806841709,"Waning"
"121","run2",18,4607.89412631118,"Waning"
"122","run3",18,4582.75897551664,"Waning"
"123","run4",18,4584.5075501034,"Waning"
"124","run5",18,3364.07671152406,"Waning"
"125","run6",18,3721.14939159067,"Waning"
"126","run7",18,3317.23077716813,"Waning"
"127","run1",19,6538.4797133358,"Waning"
"128","run2",19,6533.80848060464,"Waning"
"129","run3",19,6516.25636532815,"Waning"
"130","run4",19,6517.90569316947,"Waning"
"131","run5",19,5114.81309556485,"Waning"
"132","run6",19,5749.55178438938,"Waning"
"133","run7",19,5081.26525619442,"Waning"
"134","run1",20,5054.13090671508,"Waning"
"135","run2",20,5047.70206142019,"Waning"
"136","run3",20,5024.79503488072,"Waning"
"137","run4",20,5027.39660018284,"Waning"
"138","run5",20,4021.83485795148,"Waning"
"139","run6",20,4177.13193589417,"Waning"
"140","run7",20,3976.49422778051,"Waning"
"141","run1",21,5921.43182836541,"Waning"
"142","run2",21,5916.06956042159,"Waning"
"143","run3",21,5895.04196102196,"Waning"
"144","run4",21,5896.75746114225,"Waning"
"145","run5",21,4603.13520057733,"Waning"
"146","run6",21,4946.65743272662,"Waning"
"147","run7",21,4562.90852281248,"Waning"
"148","run1",22,4255.79375676799,"Waning"
"149","run2",22,4251.86718317589,"Waning"
"150","run3",22,4238.14702519766,"Waning"
"151","run4",22,4238.87940530439,"Waning"
"152","run5",22,3783.65645109525,"Waning"
"153","run6",22,3800.22732670055,"Waning"
"154","run7",22,3754.1545419355,"Waning"
"155","run1",23,3561.92030023927,"Waning"
"156","run2",23,3553.87771307094,"Waning"
"157","run3",23,3523.59858145028,"Waning"
"158","run4",23,3524.74894260704,"Waning"
"159","run5",23,2567.89392187465,"Waning"
"160","run6",23,2581.13534561563,"Waning"
"161","run7",23,2510.39551054814,"Waning"
"162","run1",24,5024.30417410279,"Waning"
"163","run2",24,5018.28264642028,"Waning"
"164","run3",24,4995.69818724188,"Waning"
"165","run4",24,4997.86049964002,"Waning"
"166","run5",24,4307.67630184284,"Waning"
"167","run6",24,4487.75379249383,"Waning"
"168","run7",24,4266.87587353072,"Waning"
"169","run1",25,5904.14088271088,"Waning"
"170","run2",25,5900.41971643127,"Waning"
