"","scenario_run","run","total","wane"
"1","run1",1,2729.95593572911,"No waning"
"2","run2",1,2712.92218284529,"No waning"
"3","run3",1,2701.87092912386,"No waning"
"4","run4",1,2700.72061543977,"No waning"
"5","run5",1,666.972474163153,"No waning"
"6","run6",1,1759.47443444512,"No waning"
"7","run7",1,484.882429650559,"No waning"
"8","run1",2,2872.41698361208,"No waning"
"9","run2",2,2862.3972072956,"No waning"
"10","run3",2,2844.85335701356,"No waning"
"11","run4",2,2845.1795690264,"No waning"
"12","run5",2,1433.57362119154,"No waning"
"13","run6",2,1824.10139669639,"No waning"
"14","run7",2,1373.06837274996,"No waning"
"15","run1",3,1262.59793061654,"No waning"
"16","run2",3,1254.01592527158,"No waning"
"17","run3",3,1228.37147666397,"No waning"
"18","run4",3,1228.02347511923,"No waning"
"19","run5",3,742.951121912266,"No waning"
"20","run6",3,864.436468858545,"No waning"
"21","run7",3,637.292988073989,"No waning"
"22","run1",4,2389.64209942734,"No waning"
"23","run2",4,2378.85989822535,"No waning"
"24","run3",4,2379.2848700629,"No waning"
"25","run4",4,2377.39449334188,"No waning"
"26","run5",4,1085.98241146628,"No waning"
"27","run6",4,1802.71810312155,"No waning"
"28","run7",4,1054.83909638162,"No waning"
"29","run1",5,1919.03064256116,"No waning"
"30","run2",5,1915.68000391538,"No waning"
"31","run3",5,1910.70072375796,"No waning"
"32","run4",5,1909.95683993844,"No waning"
"33","run5",5,1494.65761610589,"No waning"
"34","run6",5,1638.98495590241,"No waning"
"35","run7",5,1475.61132838038,"No waning"
"36","run1",6,1300.78922058026,"No waning"
"37","run2",6,1288.26770429111,"No waning"
"38","run3",6,1263.05702138704,"No waning"
"39","run4",6,1257.41056240052,"No waning"
"40","run5",6,333.031940283696,"No waning"
"41","run6",6,629.619414104544,"No waning"
"42","run7",6,107.786010645378,"No waning"
"43","run1",7,2034.36291775545,"No waning"
"44","run2",7,2018.0080576649,"No waning"
"45","run3",7,1996.40808635704,"No waning"
"46","run4",7,1995.80178011469,"No waning"
"47","run5",7,614.032009917817,"No waning"
"48","run6",7,1066.75929962826,"No waning"
"49","run7",7,423.507944652816,"No waning"
"50","run1",8,1974.92689437138,"No waning"
"51","run2",8,1962.49668782564,"No waning"
"52","run3",8,1931.48345363707,"No waning"
"53","run4",8,1932.41512870037,"No waning"
"54","run5",8,1078.35562628094,"No waning"
"55","run6",8,1363.98001333117,"No waning"
"56","run7",8,961.782552453564,"No waning"
"57","run1",9,1757.45537638138,"No waning"
"58","run2",9,1739.38719058487,"No waning"
"59","run3",9,1701.67405288743,"No waning"
"60","run4",9,1702.24790232817,"No waning"
"61","run5",9,805.210770989281,"No waning"
