"","scenario_run","run","total","wane"
"589","run1",85,5608.15523652119,"Waning"
"590","run2",85,5605.45291984335,"Waning"
"591","run3",85,5594.67013496201,"Waning"
"592","run4",85,5595.76897685575,"Waning"
"593","run5",85,5118.19409204874,"Waning"
"594","run6",85,5179.10254857533,"Waning"
"595","run7",85,5096.19987172174,"Waning"
"596","run1",86,6358.04413274687,"Waning"
"597","run2",86,6351.00321424758,"Waning"
"598","run3",86,6322.55198885118,"Waning"
"599","run4",86,6325.20224346636,"Waning"
"600","run5",86,4184.56954643749,"Waning"
"601","run6",86,5221.93249908616,"Waning"
"602","run7",86,4132.62280629192,"Waning"
"603","run1",87,5741.01530351107,"Waning"
"604","run2",87,5735.07082074093,"Waning"
"605","run3",87,5712.10145336285,"Waning"
"606","run4",87,5714.84004776521,"Waning"
"607","run5",87,4763.21081389067,"Waning"
"608","run6",87,5066.27560269223,"Waning"
"609","run7",87,4721.57458295564,"Waning"
"610","run1",88,6146.99993566803,"Waning"
"611","run2",88,6143.44597821827,"Waning"
"612","run3",88,6128.89007865498,"Waning"
"613","run4",88,6130.25487246249,"Waning"
"614","run5",88,5119.3005350269,"Waning"
"615","run6",88,5219.11311230442,"Waning"
"616","run7",88,5089.74002338168,"Waning"
"617","run1",89,6453.19499052968,"Waning"
"618","run2",89,6447.86253787049,"Waning"
"619","run3",89,6427.86584403277,"Waning"
"620","run4",89,6429.80364233321,"Waning"
"621","run5",89,5228.46643962914,"Waning"
"622","run6",89,5645.41176072586,"Waning"
"623","run7",89,5190.83607800398,"Waning"
"624","run1",90,4715.96227390908,"Waning"
"625","run2",90,4710.90462799235,"Waning"
"626","run3",90,4690.83840790307,"Waning"
"627","run4",90,4691.9595829896,"Waning"
"628","run5",90,3922.56619221407,"Waning"
"629","run6",90,3992.89036272815,"Waning"
"630","run7",90,3884.29890222965,"Waning"
"631","run1",91,4568.86479869138,"Waning"
"632","run2",91,4561.15108900149,"Waning"
