"","scenario_run","run","population","total"
"1","run1",1,"(C) prisoners",123.675663455546
"2","run1",2,"(C) prisoners",193.247016494518
"3","run1",3,"(C) prisoners",120.53540405821
"4","run1",4,"(C) prisoners",156.59494508571
"5","run1",5,"(C) prisoners",122.483771403299
"6","run1",6,"(C) prisoners",166.399871336495
"7","run1",7,"(C) prisoners",154.654641481938
"8","run1",8,"(C) prisoners",159.618223500523
"9","run1",9,"(C) prisoners",132.107262461853
"10","run1",10,"(C) prisoners",133.477000258559
"11","run1",11,"(C) prisoners",233.668952141061
"12","run1",12,"(C) prisoners",164.814292171303
"13","run1",13,"(C) prisoners",124.510767317977
"14","run1",14,"(C) prisoners",151.47313165134
"15","run1",15,"(C) prisoners",164.942412142396
"16","run1",16,"(C) prisoners",161.367061068456
"17","run1",17,"(C) prisoners",122.180594369094
"18","run1",18,"(C) prisoners",147.71701722032
"19","run1",19,"(C) prisoners",152.871777766047
"20","run1",20,"(C) prisoners",133.108642431771
"21","run1",21,"(C) prisoners",115.894228197577
"22","run1",22,"(C) prisoners",138.917583459499
"23","run1",23,"(C) prisoners",123.343958739611
"24","run1",24,"(C) prisoners",129.2912400016
"25","run1",25,"(C) prisoners",133.537077918047
"26","run1",26,"(C) prisoners",98.0986797065362
"27","run1",27,"(C) prisoners",155.769708967719
"28","run1",28,"(C) prisoners",117.228165391686
"29","run1",29,"(C) prisoners",131.908420953916
"30","run1",30,"(C) prisoners",207.748440712589
"31","run1",31,"(C) prisoners",148.928323772775
"32","run1",32,"(C) prisoners",98.8832800483615
"33","run1",33,"(C) prisoners",104.614086712718
"34","run1",34,"(C) prisoners",128.765145218694
"35","run1",35,"(C) prisoners",91.8989323419598
"36","run1",36,"(C) prisoners",147.567881586265
"37","run1",37,"(C) prisoners",163.52330431807
"38","run1",38,"(C) prisoners",157.171158074308
"39","run1",39,"(C) prisoners",130.814979084828
"40","run1",40,"(C) prisoners",125.936547539572
"41","run1",41,"(C) prisoners",196.196554646
"42","run1",42,"(C) prisoners",121.560378590222
"43","run1",43,"(C) prisoners",187.227014930081
"44","run1",44,"(C) prisoners",102.255491997934
"45","run1",45,"(C) prisoners",112.87981370059
"46","run1",46,"(C) prisoners",177.563242591743
"47","run1",47,"(C) prisoners",192.539674286091
"48","run1",48,"(C) prisoners",137.20399287235
