"","scenario_run","run","total"
"1","run1",1,7.53339848863633
"2","run1",2,7.80081562023926
"3","run1",3,7.99716097771286
"4","run1",4,7.94202862421308
"5","run1",5,6.82841750430081
"6","run1",6,7.90464057288737
"7","run1",7,9.40070175669671
"8","run1",8,10.9535521866044
"9","run1",9,7.72676720976686
"10","run1",10,9.26934197319983
"11","run1",11,9.84832857478099
"12","run1",12,8.69506942955243
"13","run1",13,8.57827650997224
"14","run1",14,7.7580425051397
"15","run1",15,7.85068177060169
"16","run1",16,7.1069770313834
"17","run1",17,7.74579191837533
"18","run1",18,9.82753099405325
"19","run1",19,7.61047312336445
"20","run1",20,8.46640788841275
"21","run1",21,8.35388884812125
"22","run1",22,9.24981375457538
"23","run1",23,7.97741725285556
"24","run1",24,6.37296339110228
"25","run1",25,8.19461198567107
"26","run1",26,10.122902990863
"27","run1",27,8.30462796703442
"28","run1",28,8.42584430313024
"29","run1",29,7.59347326721556
"30","run1",30,7.08501192913235
"31","run1",31,10.3808622125561
"32","run1",32,7.54090453043052
"33","run1",33,7.80703350808256
"34","run1",34,8.17029299282047
"35","run1",35,7.82467647191415
"36","run1",36,7.56396623980189
"37","run1",37,8.34242006739082
"38","run1",38,8.19054728027979
"39","run1",39,8.03070937291446
"40","run1",40,7.02082614062074
"41","run1",41,8.3248201586577
"42","run1",42,10.0234642632503
"43","run1",43,7.74476189650798
"44","run1",44,6.94214077144964
"45","run1",45,8.33885277079615
"46","run1",46,6.77250531182704
"47","run1",47,8.36942729494644
"48","run1",48,9.64778458177597
"49","run1",49,8.05275252581707
"50","run1",50,8.58822936653835
"51","run1",51,7.2222648799827
"52","run1",52,6.31610138072153
"53","run1",53,7.84977463326818
"54","run1",54,7.42430204602588
"55","run1",55,8.098065860878
"56","run1",56,7.9436310684012
"57","run1",57,7.77312085197434
"58","run1",58,6.88657777859373
"59","run1",59,7.87051146607201
"60","run1",60,8.78516814857623
"61","run1",61,9.03835863485692
"62","run1",62,9.1838269771576
"63","run1",63,9.21372762498411
"64","run1",64,7.6674762217329
"65","run1",65,7.23563544879968
"66","run1",66,7.65529559822753
"67","run1",67,7.9049687051971
"68","run1",68,7.74303614119122
"69","run1",69,7.95952574614206
"70","run1",70,6.91763714595882
"71","run1",71,7.87473522256767
"72","run1",72,8.49263797868031
"73","run1",73,6.96405312290774
"74","run1",74,8.3877683482611
"75","run1",75,8.10743615164856
"76","run1",76,7.77589079312227
"77","run1",77,7.44697134956903
"78","run1",78,6.81746256888945
"79","run1",79,7.9308976694617
"80","run1",80,6.70784093158423
"81","run1",81,10.3015171324097
"82","run1",82,7.97633711775023
"83","run1",83,5.68942851601634
"84","run1",84,8.01749698053711
"85","run1",85,6.79941203217983
"86","run1",86,7.19953358455542
"87","run1",87,6.81106437961686
"88","run1",88,9.95500267557224
"89","run1",89,7.57134608440826
"90","run1",90,9.4715171536186
"91","run1",91,7.10495393143555
"92","run1",92,9.54668278552291
"93","run1",93,8.93605088740168
"94","run1",94,7.74685092605165
"95","run1",95,8.37983237224985
"96","run1",96,7.73090324474058
"97","run1",97,8.1791240506273
"98","run1",98,8.15709832313548
"99","run1",99,11.9648509440718
"100","run1",100,7.25499552866309
"101","run2",1,7.49071511156354
"102","run2",2,7.77046937006615
"103","run2",3,7.95495018812122
"104","run2",4,7.87810087269923
"105","run2",5,6.72920751404336
"106","run2",6,7.80869385183313
"107","run2",7,9.31707675271967
"108","run2",8,10.8321044123342
"109","run2",9,7.65636909230211
"110","run2",10,9.08994432407965
"111","run2",11,9.75195749347963
"112","run2",12,8.62634875408047
