"","scenario_run","run","total"
"1","run1",1,915.82591919763
"2","run1",2,763.51548847766
"3","run1",3,755.784727889309
"4","run1",4,858.690317911193
"5","run1",5,957.910792843351
"6","run1",6,631.44793949093
"7","run1",7,784.433618708974
"8","run1",8,823.433970700868
"9","run1",9,979.238393388872
"10","run1",10,975.155040359149
"11","run1",11,846.449070408302
"12","run1",12,854.278701749531
"13","run1",13,800.735958023868
"14","run1",14,920.963744868319
"15","run1",15,1056.63840850858
"16","run1",16,917.719385128097
"17","run1",17,555.65217268923
"18","run1",18,1127.21147123932
"19","run1",19,704.92665987183
"20","run1",20,656.808903401361
"21","run1",21,956.65719517578
"22","run1",22,672.333585126544
"23","run1",23,949.551068322163
"24","run1",24,718.582298164098
"25","run1",25,955.825041716804
"26","run1",26,879.025580453501
"27","run1",27,1261.52756691501
"28","run1",28,713.123798764416
"29","run1",29,781.007968121048
"30","run1",30,878.517152849783
"31","run1",31,861.908902622746
"32","run1",32,887.700377787828
"33","run1",33,1040.66237589718
"34","run1",34,881.709564656144
"35","run1",35,821.440904109922
"36","run1",36,919.064630676384
"37","run1",37,913.003788973932
"38","run1",38,891.799428940242
"39","run1",39,1050.12374110323
"40","run1",40,656.863221079344
"41","run1",41,1013.44435877022
"42","run1",42,660.652132633034
"43","run1",43,754.553494687567
"44","run1",44,949.362481451044
"45","run1",45,808.732634287599
"46","run1",46,749.812988805839
"47","run1",47,686.414131741726
"48","run1",48,845.310925285441
"49","run1",49,1024.18234580735
"50","run1",50,808.88400916314
"51","run1",51,816.707699105635
"52","run1",52,734.332469409363
"53","run1",53,890.137306209581
"54","run1",54,886.965804512844
"55","run1",55,1132.45051134148
"56","run1",56,698.859029923234
"57","run1",57,849.712155971285
"58","run1",58,862.562684392007
"59","run1",59,761.894739090267
"60","run1",60,729.289037858801
"61","run1",61,1080.28547274447
"62","run1",62,757.723188940911
"63","run1",63,864.670779732122
"64","run1",64,792.091280748604
"65","run1",65,1023.01814701486
"66","run1",66,953.108562377497
"67","run1",67,1012.75089416213
"68","run1",68,775.175575074511
"69","run1",69,770.950227690967
"70","run1",70,763.270118697623
"71","run1",71,954.241967792282
"72","run1",72,798.180284447347
"73","run1",73,684.679735030322
"74","run1",74,932.011461782793
"75","run1",75,955.172526969666
"76","run1",76,937.234046718959
"77","run1",77,809.353788030532
"78","run1",78,871.190093385167
"79","run1",79,927.985497170422
"80","run1",80,811.44979966739
"81","run1",81,689.154369184318
"82","run1",82,634.402518444842
"83","run1",83,615.796553770114
"84","run1",84,803.225117715121
"85","run1",85,724.926631042163
"86","run1",86,828.461621733209
"87","run1",87,694.338418022357
"88","run1",88,957.928162859995
"89","run1",89,853.403276932404
"90","run1",90,869.13364888585
"91","run1",91,694.367028702364
"92","run1",92,772.189846505447
"93","run1",93,766.758735586052
"94","run1",94,810.426233015978
"95","run1",95,927.259669928472
"96","run1",96,615.25145509507
"97","run1",97,984.618006381391
"98","run1",98,862.984359365314
"99","run1",99,907.130244064554
"100","run1",100,1045.35018167104
"101","run2",1,912.061731616699
"102","run2",2,757.268586197929
"103","run2",3,750.749959877218
"104","run2",4,854.579636714151
"105","run2",5,948.485157479966
"106","run2",6,624.436102060628
"107","run2",7,783.891581438251
"108","run2",8,815.580277912131
"109","run2",9,974.818942903912
"110","run2",10,970.782495188073
"111","run2",11,842.258912152813
"112","run2",12,850.347665505962
"113","run2",13,797.767877954519
"114","run2",14,917.06796837737
"115","run2",15,1054.88084238098
"116","run2",16,911.350856891078
"117","run2",17,549.935080099601
"118","run2",18,1119.86323386637
"119","run2",19,698.621922189392
"120","run2",20,646.880520982288
"121","run2",21,951.913552856274
"122","run2",22,666.130326644078
"123","run2",23,945.630239315742
"124","run2",24,714.442523292441
"125","run2",25,948.606343985782
"126","run2",26,869.522171994949
"127","run2",27,1255.93451663646
"128","run2",28,704.579459838208
"129","run2",29,779.207642049232
"130","run2",30,876.77384721769
"131","run2",31,858.591642595585
"132","run2",32,883.672912603108
"133","run2",33,1035.80467848483
"134","run2",34,875.173045101305
"135","run2",35,811.832201328273
"136","run2",36,915.294530708953
"137","run2",37,911.600436007663
"138","run2",38,887.344526945825
"139","run2",39,1044.3274719986
"140","run2",40,646.707772313225
"141","run2",41,1010.81485395422
"142","run2",42,650.852353557101
"143","run2",43,746.427772738812
"144","run2",44,943.95024851124
"145","run2",45,805.599417457094
"146","run2",46,741.710691350849
"147","run2",47,678.633761564686
"148","run2",48,838.211789116413
"149","run2",49,1010.44846599217
"150","run2",50,804.089663463417
"151","run2",51,810.113017183917
"152","run2",52,724.134950234825
"153","run2",53,887.499748946918
"154","run2",54,879.469830669282
"155","run2",55,1127.77827204638
"156","run2",56,692.852761688694
"157","run2",57,846.238620760331
"158","run2",58,857.394870539005
"159","run2",59,757.415992465394
"160","run2",60,725.990831319351
"161","run2",61,1074.3577872181
"162","run2",62,754.834808917018
"163","run2",63,856.470771151254
"164","run2",64,782.856949880681
"165","run2",65,1015.66829779599
"166","run2",66,946.897460469012
"167","run2",67,1010.58421076155
"168","run2",68,766.278013541845
"169","run2",69,763.83207993427
"170","run2",70,756.735377304897
"171","run2",71,946.059521178447
"172","run2",72,793.278692815892
"173","run2",73,676.121749708369
"174","run2",74,925.444273781801
"175","run2",75,953.333013047231
"176","run2",76,929.560231844471
"177","run2",77,803.542728314254
"178","run2",78,866.960661348487
"179","run2",79,919.904141474641
"180","run2",80,805.55607035895
"181","run2",81,682.995333665358
"182","run2",82,629.682905646543
"183","run2",83,610.702879286729
"184","run2",84,795.993895479674
"185","run2",85,722.404233745563
"186","run2",86,823.607055037614
"187","run2",87,688.649245548061
"188","run2",88,952.849593925079
"189","run2",89,849.510820696014
"190","run2",90,865.256014446053
"191","run2",91,690.766545475382
"192","run2",92,765.83723024926
"193","run2",93,762.200661264772
"194","run2",94,801.735300104256
"195","run2",95,921.528033858439
"196","run2",96,611.851513877978
"197","run2",97,975.88681697822
"198","run2",98,852.956572238536
"199","run2",99,900.116456776035
"200","run2",100,1040.09195477693
"201","run3",1,890.137206385067
"202","run3",2,742.885018216035
"203","run3",3,739.977628047501
"204","run3",4,846.337685822245
"205","run3",5,924.539356886839
"206","run3",6,591.834790152616
"207","run3",7,772.628053557701
"208","run3",8,783.632151408208
"209","run3",9,960.536189895377
"210","run3",10,959.75448003666
"211","run3",11,827.210897558412
"212","run3",12,832.333858289829
"213","run3",13,784.803114065218
"214","run3",14,907.544585083784
"215","run3",15,1053.27993127027
"216","run3",16,892.665416807931
"217","run3",17,527.834039319379
"218","run3",18,1097.91072741932
"219","run3",19,676.828407000769
"220","run3",20,612.24915870959
"221","run3",21,938.750537401314
"222","run3",22,644.498366936645
