"","scenario_run","run","total"
"1","run1",1,769.103147480605
"2","run1",2,743.246660134117
"3","run1",3,885.21348564944
"4","run1",4,839.18740201061
"5","run1",5,1018.45482092646
"6","run1",6,767.220173058236
"7","run1",7,888.525891337219
"8","run1",8,787.271296876551
"9","run1",9,715.749579419444
"10","run1",10,660.849332531401
"11","run1",11,947.81391216594
"12","run1",12,810.906527618795
"13","run1",13,836.706243536225
"14","run1",14,951.195214458238
"15","run1",15,663.887356654425
"16","run1",16,802.42216563565
"17","run1",17,796.722346414921
"18","run1",18,845.666225984506
"19","run1",19,746.074470423214
"20","run1",20,927.606931920437
"21","run1",21,737.999583924239
"22","run1",22,866.025899290595
"23","run1",23,921.123499873043
"24","run1",24,965.55075133366
"25","run1",25,866.170290256286
"26","run1",26,918.690943843023
"27","run1",27,739.88144978915
"28","run1",28,978.359999254927
"29","run1",29,814.519092465359
"30","run1",30,963.707592146477
"31","run1",31,1029.51514780633
"32","run1",32,663.107673891287
"33","run1",33,987.163293410451
"34","run1",34,1047.38558802119
"35","run1",35,968.604463684874
"36","run1",36,814.037218083196
"37","run1",37,825.311649048444
"38","run1",38,620.735722570023
"39","run1",39,911.328817417102
"40","run1",40,895.540264232172
"41","run1",41,814.521150472665
"42","run1",42,752.307042717324
"43","run1",43,941.131339110866
"44","run1",44,1094.17556165851
"45","run1",45,934.2506630491
"46","run1",46,697.004168188741
"47","run1",47,754.664175078639
"48","run1",48,728.764396132036
"49","run1",49,965.559012554783
"50","run1",50,796.840368877482
"51","run1",51,613.983337374121
"52","run1",52,711.084585667081
"53","run1",53,873.385432626986
"54","run1",54,949.103888544075
"55","run1",55,899.315281864822
"56","run1",56,713.288166818967
"57","run1",57,766.44992249196
"58","run1",58,1035.00544132113
"59","run1",59,861.221440254746
"60","run1",60,839.725449328307
"61","run1",61,1036.83198323439
"62","run1",62,850.88366293264
"63","run1",63,774.669677927852
"64","run1",64,1022.30788267377
"65","run1",65,923.685164551619
"66","run1",66,756.786383405839
"67","run1",67,1009.16817575788
"68","run1",68,865.642897251645
"69","run1",69,809.722370480774
"70","run1",70,842.827121372374
"71","run1",71,993.772663437849
"72","run1",72,901.269867151018
"73","run1",73,686.769699484912
"74","run1",74,639.200483502793
"75","run1",75,733.687027793401
